고유번호,회사명,종목코드,수정일
205003,좋은사람들,33340,20191203
157636,케이피에프,24880,20200109
159564,한국주강,25890,20191204
118521,진원생명과학,11000,20191206
1113277,인프라웨어테크놀러지,247300,20191206
1197428,한화에이스기업인수목적3호,264290,20191206
159023,SK텔레콤,17670,20200109
155151,평화정공,43370,20191206
269241,주연테크,44380,20191209
127255,삼영화학공업,3720,20191209
261443,엔씨소프트,36570,20191209
158909,하나은행,4940,20200113
609634,아이엠,101390,20200113
618410,상상인인더스트리,101000,20200114
111014,애큐온저축은행,7640,20200114
117267,동양생명,82640,20200114
142713,형지I&C,11080,20200114
153861,태영건설,9410,20200114
252755,씨앤케이인터내셔널,39530,20190718
216647,원익홀딩스,30530,20191217
468374,원익QnC,74600,20191218
104698,LS네트웍스,680,20191128
363510,이그잭스,60230,20191128
878517,에스케이씨에스,224020,20191128
1023822,메디젠휴먼케어,236340,20191128
753643,컨버즈,109070,20191128
165680,호텔신라,8770,20200117
983040,한진칼,180640,20191129
923792,내츄럴엔도텍,168330,20191203
136642,엠벤처투자,19590,20191220
127954,CJ프레시웨이,51500,20191220
764807,골프존데카,183410,20191210
145446,이건산업,8250,20191210
1097906,이엑스티,226360,20191210
181943,에스제이엠홀딩스,25530,20191210
134477,S&T중공업,3570,20191210
1246742,테크트랜스,258050,20191210
530121,디에스케이,109740,20191210
260392,대원전선,6340,20191210
129642,상신브레이크,41650,20191211
111874,대원산업,5710,20191211
356370,LG생활건강,51900,20191224
328191,케이에스피,73010,20191224
359580,아이디스홀딩스,54800,20191226
270113,멕아이씨에스,58110,20200106
117188,효성,4800,20200106
140964,영원무역홀딩스,9970,20191226
1181940,아이엘사이언스,122050,20191227
911229,라온테크,232680,20191227
858364,BNK금융지주,138930,20200113
573579,평화산업,90080,20191227
155124,평화홀딩스,10770,20191227
129509,한익스프레스,14130,20191227
364467,드림어스컴퍼니,60570,20191230
133812,세방,4360,20191230
113562,롯데손해보험,400,20200103
525934,실리콘웍스,108320,20200106
244419,디에스티,33430,20191115
149646,기업은행,24110,20200108
148896,OCI,10060,20200110
102858,고려아연,10130,20200110
150244,하이트진로,80,20200107
115977,아이에스동서,10780,20200107
344287,두산인프라코어,42670,20200108
130772,SBS,34120,20200109
155319,포스코,5490,20200113
129280,삼화전자공업,11230,20191126
117629,동양철관,8970,20191128
267906,베뉴지,19010,20191128
580180,포인트엔지니어링,176560,20190716
163691,유수홀딩스,700,20191202
929228,엔에스컴퍼니,224760,20191202
153755,태양금속공업,4100,20191202
353878,다스코,58730,20191204
1187175,라이프사이언스테크놀로지,285770,20191204
107613,이수페타시스,7660,20191204
159342,한국정보통신,25770,20191205
1112889,피엔에이치테크,239890,20191205
126487,F&F,7700,20191205
127802,삼익THK,4380,20191205
563837,제로투세븐,159580,20191205
149947,JW중외제약,1060,20191205
151128,모토닉,9680,20191206
503668,LIG넥스원,79550,20200114
145190,유화증권,3460,20191206
141307,영풍,670,20191206
112970,대한방직,1070,20191206
362858,예스24,53280,20191206
117744,메리츠화재,60,20200114
473400,한컴지엠디,77280,20200116
809429,한일진공,123840,20191206
117708,리드코프,12700,20191206
406727,세진티에스,67770,20191206
146436,엔브이에이치코리아,67570,20191205
121534,MH에탄올,23150,20191206
351092,삼보모터스,53700,20191206
125822,삼보산업,9620,20191206
121686,엠케이전자,33160,20191210
111704,대우조선해양,42660,20200103
111218,KD,44180,20191210
536541,에코프로,86520,20191210
296324,큐로홀딩스,51780,20191210
151605,청보산업,13720,20191210
553025,데이터스트림즈,199150,20191210
141246,이테크건설,16250,20191211
187415,코미팜,41960,20191211
353018,슈펙스비앤피,58530,20191212
549891,케어젠,214370,20191212
227333,네패스,33640,20191205
173999,유성티엔에스,24800,20191205
393618,제노텍,66830,20200116
125938,삼보판지,23600,20191212
157991,한국석유공업,4090,20191213
611912,아모그린텍,125210,20191226
369569,휘닉스소재,50090,20191226
309503,한국항공우주,47810,20191226
152437,케이프,64820,20191226
1136001,나노브릭,286750,20191205
126478,삼성중공업,10140,20191226
105299,금강공업,14280,20191226
133876,세보엠이씨,11560,20191226
101044,에이프로젠제약,3060,20191231
360595,현대글로비스,86280,20191231
688996,KB금융,105560,20191226
100717,아이이,23430,20191120
106669,세아베스틸,1430,20200114
828789,대성산업,128820,20191202
157070,한국단자공업,25540,20191202
114765,케이비아이동국실업,1620,20191203
138792,아시아나항공,20560,20200114
547583,하나금융지주,86790,20200114
860332,메리츠금융지주,138040,20200114
483735,해성옵틱스,76610,20191203
261285,한국가스공사,36460,20200109
105138,파라텍,33540,20200117
120021,LG,3550,20200114
503899,사조해표,79660,20190626
200275,YTN,40300,20191209
116268,동성제약,2210,20191209
138367,플레이위드,23770,20191209
412348,엘비세미콘,61970,20191209
1109715,DSC인베스트먼트,241520,20191209
141529,오뚜기,7310,20191209
134565,이스타코,15020,20191209
204262,한글과컴퓨터,30520,20200103
167192,넥센,5720,20191211
117027,알루코,1780,20191211
295857,코다코,46070,20191211
264787,럭슬,33600,20191211
1090471,씨아이에스,222080,20191211
145598,이연제약,102460,20191211
155948,코웰패션,33290,20191212
405959,스타플렉스,115570,20191212
562360,에스맥,97780,20191213
186939,특수건설,26150,20191213
228350,신화인터텍,56700,20191213
113234,대한제당,1790,20191127
105040,뉴인텍,12340,20200110
442835,메타랩스,90370,20191202
141608,오리엔탈정공,14940,20191204
133317,에스티씨라이프,26220,20190906
206686,케이피엠테크,42040,20191202
442561,에프알텍,73540,20191202
147082,재영솔루텍,49630,20191203
426068,아이에스이커머스,69920,20191204
127042,삼양통상,2170,20191204
140052,에이스침대,3800,20191204
101549,경동제약,11040,20191204
855093,선진,136490,20191204
177870,대창솔루션,96350,20191204
113492,깨끗한나라,4540,20191204
318662,포스링크,56730,20191204
1018802,엔솔바이오사이언스,140610,20191224
139153,에코플라스틱,38110,20191224
346407,큐로컴,40350,20191205
165060,하이록코리아,13030,20191219
261887,티엘아이,62860,20191216
166519,화천기공,850,20191217
311216,에이치엔에스하이텍,44990,20191126
144243,유니슨,18000,20200109
145880,현대제철,4020,20200113
1201581,한화수성기업인수목적,265920,20200115
200956,현대정보기술,26180,20190717
274933,신세계푸드,31440,20191127
135962,신라교역,4970,20191219
372882,KTcs,58850,20191220
125743,현대비앤지스틸,4560,20191128
1111570,에스케이제3호기업인수목적,232330,20190830
800145,서진오토모티브,122690,20191224
820389,뉴지랩,214870,20191206
349732,코나아이,52400,20191206
1064069,토박스코리아,215480,20191226
155531,풍산홀딩스,5810,20191226
684714,풍산,103140,20191226
605124,알파홀딩스,117670,20191206
131896,선광,3100,20191206
305570,서울리거,43710,20191206
1113781,영현무역,242850,20190827
1212383,엔케이맥스,262760,20190704
365758,아이앤씨,52860,20191230
252135,주성엔지니어링,36930,20191209
127167,삼영무역,2810,20191213
153524,태림포장,11280,20200106
128661,에스에이엠티,31330,20200106
266934,파루,43200,20191231
143907,원일특강,12620,20191216
409681,아스트,67390,20191217
554024,셀트리온헬스케어,91990,20200102
144395,동서,26960,20191217
128315,삼지전자,37460,20191218
238782,다우데이타,32190,20200107
128412,삼진제약,5500,20191219
475985,시너지이노베이션,48870,20191220
1117592,인터코스,240340,20191126
1063556,질경이,233990,20191128
1028164,광주은행,192530,20200108
267881,보성파워텍,6910,20191226
513948,녹십자엠에스,142280,20191226
129679,녹십자,6280,20191226
138297,STX,11810,20191209
108038,엔피씨,4250,20191210
110431,JW신약,67290,20191210
132804,성신양회,4980,20191211
126362,삼성SDI,6400,20200106
120076,LG상사,1120,20200108
178790,동양이엔피,79960,20191212
1008762,데브시스터즈,194480,20191212
476498,컴투스,78340,20191216
1194759,대신밸런스제4호기업인수목적,262830,20191010
172079,파나진,46210,20200109
165583,E1,17940,20200109
653194,에이프로젠 H&G,109960,20200109
118451,동일제강,2690,20200224
125646,삼목에스폼,18310,20200224
119140,핸즈코퍼레이션,143210,20200224
1261893,케이씨텍,281820,20200224
926522,테고사이언스,191420,20200224
494218,엘엠에스,73110,20200224
1396676,미래에셋대우스팩4호,333430,20200226
829380,피제이메탈,128660,20200217
1186811,TS트릴리온,284610,20200226
964595,엔바이오니아,317870,20200218
606293,나이스디앤비,130580,20200224
654175,마이크로프랜드,147760,20200224
1267958,프로테옴텍,303360,20200224
107303,피엔에스커튼월,33220,20200224
1159853,휴온스,243070,20200224
351807,대원미디어,48910,20200219
657756,지오씨,135160,20200226
138516,아남전자,8700,20200226
664288,스페이스솔루션,245030,20200224
231354,파워넷,37030,20200224
166175,대호피앤씨,21040,20200224
409672,티비에이치글로벌,84870,20200224
230425,나노엔텍,39860,20200225
423690,삼성출판사,68290,20200225
472890,동국알앤에스,75970,20200224
481223,넥스피안,79560,20200224
240857,바이오스마트,38460,20200224
1414370,하이제5호스팩,340120,20200224
265005,옴니시스템,57540,20200224
175650,케이씨더블류,68060,20200224
131328,서주산업개발,16140,20200224
138242,쌍용자동차,3620,20200121
260879,카페24,42000,20200224
614089,에이원알폼,234070,20200224
1069736,한독크린텍,256150,20200218
1117422,나눔테크,244880,20200218
106368,금호석유화학,11780,20200128
145109,유한양행,100,20200224
131939,선도전기,7610,20200219
330044,캠시스,50110,20200225
101664,경보제약,214390,20200224
276834,KMH하이텍,52900,20200225
385363,빅텍,65450,20200219
1158632,진코스텍,250030,20200225
189538,피델릭스,32580,20200224
491053,진바이오텍,86060,20200218
356389,프럼파스트,35200,20200218
303396,한국컴퓨터,54040,20200224
614593,넥스트아이,137940,20200225
797364,KC코트렐,119650,20200225
1363924,한국미라클피플사,331660,20200218
1398151,교보9호스팩,331520,20200206
218575,황금에스티,32560,20200224
842619,레고켐바이오,141080,20200224
416654,유엔젤,72130,20200219
123523,창해에탄올,4650,20200226
541163,이엠텍,91120,20200218
361381,제이브이엠,54950,20200224
118044,동원수산,30720,20200224
220686,에스피지,58610,20200224
106881,인디에프,14990,20200224
1037542,바이옵트로,222160,20200225
244783,한네트,52600,20200224
855163,미원화학,134380,20200210
654272,램테크놀러지,171010,20200212
972293,파멥신,208340,20200224
524786,비엠티,86670,20200225
127200,삼영전자공업,5680,20200225
838005,서진시스템,178320,20200219
441650,케이씨에스,115500,20200224
398668,휴비츠,65510,20200224
606664,케이엔더블유,105330,20200224
133511,SG세계물산,4060,20200224
167004,흥구석유,24060,20200211
1119651,엘리비젼,276240,20200212
269922,인바디,41830,20200225
493510,뉴프렉스,85670,20200225
109268,대동스틸,48470,20200219
1011438,에이치엘사이언스,239610,20200226
599489,청광건설,140290,20200218
1276901,삼성스팩2호,291230,20200218
1309388,티라유텍,322180,20200218
1251489,라온피플,300120,20200218
216498,성도이엔지,37350,20200218
1416457,하나금융15호스팩,341160,20200218
458234,아시아나IDT,267850,20200224
497631,티플랙스,81150,20200224
1113499,시큐센,232830,20200217
638539,뉴로스,126870,20200224
365457,제이티,89790,20200224
872850,비지스틸,179440,20200207
869272,서전기전,189860,20200224
295547,디지아이,43360,20200224
592653,유비벨록스,89850,20200225
493185,제이스텍,90470,20200219
1246034,네오펙트,290660,20200226
146296,일신석재,7110,20200217
115472,미주제강,2670,20200224
416414,넥스턴,89140,20200226
340096,미래에셋벤처투자,100790,20200218
352499,링네트,42500,20200218
148948,조비,1550,20200224
537832,푸른기술,94940,20200224
1222432,에스제이그룹,306040,20200212
156910,SBI인베스트먼트,19550,20200224
1116344,이비테크,208850,20200219
1035289,모두투어리츠,204210,20200219
910947,바다로19호,155900,20200226
646732,진양홀딩스,100250,20200224
761059,펌텍코리아,251970,20200224
198378,녹십자셀,31390,20200226
1124680,보라티알,250000,20200218
138206,쌍용건설,12650,20200218
957735,클리오,237880,20200218
407975,엔터미디어,68420,20200224
579980,아이티엠반도체,84850,20200224
296078,APS홀딩스,54620,20200212
159740,KISCO홀딩스,1940,20200224
1138993,원바이오젠,278380,20200224
1137903,디케이티,290550,20200219
405320,웹젠,69080,20200219
1199550,현대에너지솔루션,322000,20200217
1068658,디딤,217620,20200217
347734,진양화학,51630,20200224
608316,대한과학,131220,20200218
991191,앱클론,174900,20200218
249982,솔본,35610,20200224
107066,남광토건,1260,20200224
687711,한국철강,104700,20200224
870861,와이엠씨,155650,20200224
163114,서연,7860,20200225
1181515,엘앤씨바이오,290650,20200225
1108099,현대코퍼레이션홀딩스,227840,20200219
148832,제주은행,6220,20200219
962223,지니언스,263860,20200221
148939,조광피혁,4700,20200224
158963,유나이티드,33270,20200219
580667,S&K폴리텍,91340,20200219
815767,선데이토즈,123420,20200219
1108248,지노믹트리,228760,20200225
160375,진양폴리우레탄,10640,20200225
134963,송원산업,4430,20200225
447928,네오티스,85910,20200225
669450,바이오프로테크,199290,20200225
490151,파트론,91700,20200225
336297,고려신용정보,49720,20200220
121154,엠에스씨,9780,20200220
563545,테스나,131970,20200225
334615,콜마파마,38710,20200225
445869,유니포인트,121060,20200225
521433,엔지브이아이,93510,20200225
398808,디지털대성,68930,20200225
536888,다믈멀티미디어,93640,20200225
137252,사조동아원,8040,20200225
140946,한솔로지스틱스,9180,20200225
101628,경방,50,20200226
113508,노루홀딩스,320,20200226
306454,한국정보인증,53300,20200217
155452,풍국주정,23900,20200220
147222,전방,950,20200220
201733,TJ미디어,32540,20200220
113261,대한광통신,10170,20200220
129387,삼화페인트공업,390,20200225
264228,위즈코프,38620,20200225
414850,효성 ITX,94280,20200225
148531,제일제강,23440,20200225
306162,상상인,38540,20200120
104722,국제약품,2720,20200224
143314,에이엔피,15260,20200130
269612,파워로직스,47310,20200225
1196313,유에스티,263770,20200225
161462,에이티넘인베스트,21080,20200225
133089,성원,15200,20200225
1109070,비피도,238200,20200225
173874,넥센타이어,2350,20200121
1135057,녹십자웰빙,234690,20200217
1182578,대유에이피,290120,20200217
185356,제룡전기,33100,20200220
113191,코리안리,3690,20200131
202839,한창산업,79170,20200220
925967,이엠티,232530,20200123
317681,메타바이오메드,59210,20200225
159971,KC그린홀딩스,9440,20200225
569691,디엔에프,92070,20200225
540571,엘디티,96870,20200225
267942,큐캐피탈,16600,20200226
130408,서산,79650,20200204
453488,세화아이엠씨,145210,20200205
112679,대창단조,15230,20200214
225706,JW생명과학,234080,20200220
146214,일성신약,3120,20200220
207375,대한뉴팜,54670,20200220
929778,세기리텍,199870,20200220
164706,현대약품,4310,20200203
264732,파인디지털,38950,20200203
614478,휴메딕스,200670,20200203
339072,팬스타엔터프라이즈,54300,20200225
1335930,티움바이오,321550,20200221
525864,피앤씨테크,237750,20200221
531917,톱텍,108230,20200128
413046,셀트리온,68270,20200225
321204,관악산업,76340,20200225
1020524,자이글,234920,20200225
832700,에이펙스인텍,207490,20200225
102140,경인전자,9140,20200218
231664,우리기술투자,41190,20200226
788773,씨젠,96530,20200226
136864,신원,9270,20200220
132628,성문전자,14910,20200220
108649,TPC,48770,20200204
1231786,슈프리마아이디,317770,20200214
531829,엠아이텍,179290,20200214
548519,에스엔피제네틱스,86460,20200203
206039,경남스틸,39240,20200225
442154,제이엔케이히터,126880,20200225
246620,케이엘넷,39420,20200226
1187148,케어랩스,263700,20200206
516246,알에프세미,96610,20200217
352000,하우리,49130,20200220
109781,대림제지,17650,20200220
506294,가비아,79940,20200224
607797,엄지하우스,224810,20200225
867098,티로보틱스,117730,20200225
823429,한국화장품,123690,20200225
250997,대정화금,120240,20200225
536286,윈팩,97800,20200225
1390399,미래에셋대우스팩3호,328380,20200225
250137,전파기지국,65530,20200217
486097,나스미디어,89600,20200219
1325429,네온테크,306620,20200220
554352,아이큐어,175250,20200220
1035942,메디안디노스틱,233250,20200220
122551,백산,35150,20200214
201742,유라테크,48430,20200225
353610,이니텍,53350,20200225
109453,STX조선해양,67250,20200225
170558,코웨이,21240,20200221
428321,해태제과식품,101530,20200213
560982,바이오솔루션,86820,20200225
914040,씨엠에스에듀,225330,20200225
545734,아미코젠,92040,20200225
332927,제이에스코퍼레이션,194370,20200225
560849,에스앤디,260970,20200225
989619,알테오젠,196170,20200217
140168,지투알,35000,20200225
609324,뷰웍스,100120,20200225
138057,써니전자,4770,20200225
158219,시그네틱스,33170,20200225
151298,DSR제강,69730,20200225
576789,디젠스,113810,20200217
899459,레이언스,228850,20200217
917861,슈피겐코리아,192440,20200217
410915,서울옥션,63170,20200220
1109955,링크제니시스,219420,20200220
1316227,효성티앤씨,298020,20200225
1211232,코윈테크,282880,20200214
541349,셀트리온제약,68760,20200225
264255,바텍,43150,20200225
617314,타이거일렉,219130,20200225
449254,쎄트렉아이,99320,20200225
598198,컴퍼니케이,307930,20200225
858124,알에스오토메이션,140670,20200217
1222867,제테마,216080,20200220
172936,동일산업,4890,20200225
132725,성보화학,3080,20200214
231363,LG유플러스,32640,20200225
201131,아즈텍WB,32080,20200225
296263,YW,51390,20200225
675594,디티앤씨,187220,20200225
1203808,AP시스템,265520,20200225
626464,지엔씨에너지,119850,20200225
101488,경동나비엔,9450,20200226
1076550,주노콜렉션,221670,20200217
225742,KT서브마린,60370,20200217
155638,피에스텍,2230,20200217
527880,썬테크놀로지스,122800,20200212
977641,하이로닉,149980,20200225
1190513,명진홀딩스,267060,20200225
385336,홈캐스트,64240,20200225
161709,퍼시스,16800,20200225
231044,우리기술,32820,20200217
450995,대모,317850,20200224
962922,팬젠,222110,20200224
1116274,엠앤씨생명과학,225860,20200212
256380,유아이엘,49520,20200213
219848,서희건설,35890,20200225
897752,천보,278280,20200225
291231,우전,52270,20200225
389110,지어소프트,51160,20200225
118026,동원산업,6040,20200225
360577,엑사이엔씨,54940,20200225
178851,동양에스텍,60380,20200226
167031,흥국,10240,20200217
127857,삼익악기,2450,20200220
111421,휴니드테크놀러지스,5870,20200220
1384477,신한제5호스팩,323230,20200213
1085442,휴벡셀,212310,20200214
861720,이즈미디어,181340,20200218
1335453,삼성머스트스팩3호,309930,20200218
219440,휴맥스홀딩스,28080,20200218
605328,씨앤지하이테크,264660,20200225
137207,유니켐,11330,20200225
351995,지에스이,53050,20200225
242712,엘컴텍,37950,20200225
163196,한일철강,2220,20200225
140779,영보화학,14440,20200226
101433,경농,2100,20200226
301112,삼화네트웍스,46390,20200226
111227,대양제지,6580,20200226
131692,서흥,8490,20200220
129271,삼화전기,9470,20200220
883980,아이디스,143160,20200224
106456,지앤엘,14590,20200214
162072,한신기계공업,11700,20200226
370918,케이디켐,221980,20200226
863038,윌링스,313760,20200226
145260,율촌화학,8730,20200221
671376,티웨이항공,91810,20200224
1203507,에스엠비나,299670,20200224
1071944,미래생명자원,218150,20200224
1336443,한국제8호스팩,310870,20200226
131504,서한,11370,20200226
533508,제이엠티,94970,20200226
222435,제이엠아이,33050,20200226
1337114,구스앤홈,329050,20200226
819374,나무가,190510,20200226
491336,잘만테크,90120,20200226
787057,휴맥스,115160,20200218
403766,피피아이,62970,20200221
188797,포메탈,119500,20200221
111193,대양전기공업,108380,20200226
238153,파세코,37070,20200224
1078178,RFHIC,218410,20200226
409140,이원컴포텍,88290,20200226
128227,삼정펄프,9770,20200226
1276327,위지윅스튜디오,299900,20200226
150536,진양제약,7370,20200226
1093007,LS전선아시아,229640,20200221
1095704,케이엠제약,225430,20200210
298340,에스티아이,39440,20200219
180795,인팩,23810,20200221
148993,하이트진로홀딩스,140,20200122
1063990,로보로보,215100,20200221
807555,메가엠디,133750,20200221
545114,랩지노믹스,84650,20200226
1101041,패션플랫폼,225590,20200226
199076,동일기연,32960,20200226
130046,다함이텍,9280,20200224
1235296,셀리드,299660,20200210
366845,탑엔지니어링,65130,20200221
471068,덕산하이메탈,77360,20200221
463342,에스텍파마,41910,20200221
410997,누리플랜,69140,20200221
226866,인탑스,49070,20200226
105961,LG이노텍,11070,20200122
1011562,우성아이비,194610,20200224
397191,팬엔터테인먼트,68050,20200226
543107,오킨스전자,80580,20200226
404701,한국자산신탁,123890,20200212
340272,에스폴리텍,50760,20200221
1276026,지놈앤컴퍼니,314130,20200206
871833,에스티팜,237690,20200221
965813,미투온,201490,20200221
1077577,우리산업,215360,20200210
117638,동양텔레콤,7150,20200226
99999999,금감원(테스트),999980,20200129
149594,한국캐피탈,23760,20200203
248053,지에스엔텍,37640,20200226
574611,SDN,99220,20200226
144164,SK가스,18670,20200226
105475,금강철강,53260,20200226
613318,와이지엔터테인먼트,122870,20200221
173102,모나리자,12690,20200221
110060,대백저축은행,26970,20200221
1013311,민앤지,214180,20200207
977377,에이비온,203400,20200207
104999,윌비스,8600,20200221
117337,동양,1520,20200226
485177,일진파워,94820,20200226
1267222,캐리소프트,317530,20200226
788737,이퓨쳐,134060,20200226
983934,아이스크림에듀,289010,20200226
124805,푸른저축은행,7330,20200224
1027794,브이원텍,251630,20200221
1393721,유진스팩5호,331380,20200221
1124653,슈프리마,236200,20200221
166528,서암기계공업,100660,20200205
1359736,유진스팩4호,321260,20200217
162911,한일사료,5860,20200226
521390,뉴파워프라즈마,144960,20200226
599285,서플러스글로벌,140070,20200226
155212,포스코 ICT,22100,20200226
1251595,압타바이오,293780,20200213
161383,한미반도체,42700,20200219
165343,혜인,3010,20200221
1014055,에스트래픽,234300,20200226
180263,리더스코스메틱,16100,20200226
144012,원풍,8370,20200226
541862,판도라티비,202960,20200226
1366000,신영스팩5호,323280,20200226
231105,동성화인텍,33500,20200226
309831,알에프텍,61040,20200226
137359,신풍제약,19170,20200214
141404,영풍제지,6740,20200214
663669,우노앤컴퍼니,114630,20200214
149266,CNH,23460,20200221
135777,신대양제지,16590,20200221
164618,현대사료,16790,20200221
442631,태양기계,116100,20200226
444329,위메이드,112040,20200226
651017,나우IB,293580,20200226
571298,덕우전자,263600,20200213
351418,코리아오토글라스,152330,20200226
966168,디알젬,263690,20200218
144818,유유제약,220,20200226
364306,성우전자,81580,20200226
1364297,DB금융스팩7호,322780,20200226
526696,웨이브일렉트로,95270,20200214
1353024,하이제4호스팩,317240,20200219
187725,코콤,15710,20200225
861076,케이탑리츠,145270,20200221
351579,SGA,49470,20200221
124276,부스타,8470,20200221
372253,연우,115960,20200221
971726,옵티팜,153710,20200211
101336,경남에너지,8020,20200226
1419986,신영스팩6호,344050,20200226
612489,아이쓰리시스템,214430,20200214
1046708,바디텍메드,206640,20200226
350482,성우테크론,45300,20200226
959229,세종메디칼,258830,20200217
624998,제닉,123330,20200219
173069,아진카인텍,11400,20200225
988364,SGA솔루션즈,184230,20200221
158325,NICE평가정보,30190,20200221
159175,한국전기초자,9720,20200221
1179617,한국비엔씨,256840,20200221
137289,이라이콤,41520,20200226
152862,코오롱,2020,20200226
229021,인성정보,33230,20200226
530556,예스티,122640,20200226
181934,포스코플랜텍,51310,20200220
498001,모베이스,101330,20200220
1329957,대신밸런스제6호스팩,307750,20200226
1113718,올릭스,226950,20200226
112022,대원화성,24890,20200226
585608,다나와,119860,20200219
128111,포스코엠텍,9520,20200225
405719,아이크래프트,52460,20200221
116408,동신건설,25950,20200214
867973,서남,294630,20200226
1046391,싸이토젠,217330,20200220
864338,웹스,196700,20200226
562245,태웅로직스,124560,20200226
550082,빅텐츠,210120,20200221
656289,코스맥스엔비티,222040,20200221
429694,파버나인,177830,20200226
317104,라이온켐텍,171120,20200226
1267684,쿠쿠홈시스,284740,20200226
961774,유티아이,179900,20200226
616962,린드먼아시아,277070,20200225
579139,한국맥널티,222980,20200221
363927,NE능률,53290,20200221
580065,월덱스,101160,20200226
915508,알엔투테크놀로지,148250,20200226
825223,화신정공,126640,20200226
1277928,한국제7호스팩,291210,20200226
113128,대한약품,23910,20200226
108746,큐로,15590,20200226
632304,JW홀딩스,96760,20200220
414540,대주이엔티,114920,20200220
1344336,신테카바이오,226330,20200221
108001,남화토건,91590,20200221
992871,종근당,185750,20200226
1116380,씨앤에스링크,245450,20200214
681249,씨유메디칼,115480,20200227
450931,우양에이치씨,101970,20200227
544577,에이피티씨,89970,20200228
138190,GS글로벌,1250,20200228
301422,우수AMS,66590,20200228
1089378,MP한강,219550,20200226
1390876,상상인이안제2호스팩,329560,20200226
1167056,샘표식품,248170,20200227
766106,트루윈,105550,20200227
828761,레이,228670,20200227
122472,백광산업,1340,20200227
408266,유니온커뮤니티,203450,20200228
404288,아진엑스텍,59120,20200226
474588,한중엔시에스,107640,20200227
1326260,하나머스트제6호스팩,307160,20200227
631837,안트로젠,65660,20200227
160418,한국프랜지공업,10100,20200227
1223219,에이에프더블류,312610,20200227
866062,엘티씨,170920,20200227
111838,대원,7680,20200227
335076,오픈베이스,49480,20200227
1405585,IBKS제12호스팩,335870,20200227
1182550,EDGC,245620,20200228
117966,동원개발,13120,20200226
415868,펩트론,87010,20200227
578325,럭스피아,92590,20200227
365934,코세스,89890,20200227
130091,샘표,7540,20200227
228712,동우팜투테이블,88910,20200227
131197,서원,21050,20200227
1188730,시그넷이브이,260870,20200227
353230,프리젠,60910,20200227
676122,지디,155960,20200227
807397,코이즈,121850,20200228
359261,빛샘전자,72950,20200226
1042711,글로벌텍스프리,204620,20200226
154329,태평양물산,7980,20200226
1063963,유쎌,252370,20200227
303703,CS,65770,20200227
409964,하이텍팜,106190,20200227
156354,지엠비코리아,13870,20200227
177199,디씨엠,24090,20200227
129235,삼화왕관,4450,20200227
415327,중앙백신,72020,20200227
250614,삼영엠텍,54540,20200228
659161,싸이맥스,160980,20200228
265421,인지디스플레,37330,20200228
1047415,정다운,208140,20200228
162416,한양증권,1750,20200228
162063,한신공영,4960,20200226
161116,한라,14790,20200226
199988,동아화성,41930,20200227
1098792,본느,226340,20200227
1190780,파워풀엑스,266870,20200227
127936,삼일기업공사,2290,20200227
111458,대영포장,14160,20200227
983916,제노포커스,187420,20200227
938721,필옵틱스,161580,20200227
148920,조광페인트,4910,20200227
307189,SKC 솔믹스,57500,20200227
280688,SBS콘텐츠허브,46140,20200227
1256864,에이비엘바이오,298380,20200228
116806,동아,12760,20200228
374020,이엘피,63760,20200228
1089350,켐트로스,220260,20200228
413417,우리손에프앤지,73560,20200228
145552,이수화학,5950,20200228
540340,코리아센터,290510,20200228
146454,일양약품,7570,20200228
564562,엠씨넥스,97520,20200226
112004,알바이오,3190,20200226
656340,소프트캠프,210610,20200227
989664,코아스템,166480,20200227
397058,엠게임,58630,20200227
888347,휴젤,145020,20200227
446479,신비앤텍,70480,20200227
377610,세아홀딩스,58650,20200227
599595,코프라,126600,20200228
239639,삼표시멘트,38500,20200228
874803,AP위성,211270,20200226
306870,손오공,66910,20200226
153278,서연탑메탈,19770,20200226
976615,틸론,217880,20200226
298377,아이씨디,40910,20200226
1227039,브릿지바이오,288330,20200226
1029394,에코마케팅,230360,20200227
1074862,메가스터디교육,215200,20200227
524421,테스,95610,20200227
1325979,세아제강,306200,20200227
155355,풀무원,17810,20200227
536523,로보스타,90360,20200227
152880,코오롱글로벌,3070,20200227
1119387,이에스산업,241510,20200228
115287,동방,4140,20200226
814810,엠에프엠코리아,251960,20200227
160010,한국큐빅,21650,20200227
154055,태원물산,1420,20200227
111689,대우부품,9320,20200227
122056,미창석유공업,3650,20200227
466428,아미노로직스,74430,20200227
1234297,미원에스씨,268280,20200227
1058101,라파스,214260,20200228
438036,팅크웨어,84730,20200226
990262,피노텍,150440,20200227
139719,와이지-원,19210,20200227
490179,플랜티넷,75130,20200227
868705,윈스,136540,20200227
206659,이랜텍,54210,20200227
231831,조아제약,34940,20200227
991225,더콘텐츠온,302920,20200227
172291,더존비즈온,12510,20200227
114686,동구바이오제약,6620,20200228
769158,케이엔제이,272110,20200228
632793,전진바이오팜,110020,20200226
303794,쇼박스,86980,20200226
133715,대주코레스,8340,20200227
166272,화승알앤에이,13520,20200227
139083,아진산업,13310,20200227
261054,EG,37370,20200227
150633,지누스,13890,20200227
651901,에어부산,298690,20200227
486370,성창오토텍,80470,20200227
1082348,오스테오닉,226400,20200227
163345,DB,12030,20200227
1163050,다이오진,271850,20200227
653024,진에어,272450,20200228
239514,삼진엘앤디,54090,20200227
141626,오리엔트바이오,2630,20200227
